UserId,ProductId,Product Name,Summary,Text
A2Z7T96L8XQKOG,7310172101,Dog Treat,Liv-r licious!,"My dog trainer recommended this to our obedience class. I found the best price here on Amazon, and my puppy LOVES the treats. Great training treats if used in moderation (too much organ meat isn't good for anyone). Also excellent if you put some of the treats in a container with non-liver treats/cookies. Use the container as a shaker to help train your dog to come, and the other treats get a liver flavored (dust) coating that makes your dog love them even more! No limit on liver dusted treats!<br /><br />Two paws up for this stuff!"
A2G1LRD120SJPC,7310172101,Dog Treat,Excellent Product and Made in U.S.A.,"My three very finicky dogs love this product, and I like the way I can cut them up into small pieces for training.  There is only one ingredient in this: liver, all sourced within the United States, so I feel confident and safe giving this to my dogs.  I buy this on a regular basis.  It's priced better than any pet supply store I've seen, even the larger chains.  Qualifies for free shipping, which is also nice."
A2QXPFTACXWV1I,7310172101,Dog Treat,Liver treats,My dog is not enthusiastic about food.  She enjoys these treats which are light weight and easy to carry.  Number of treats per day must be limited.
A18UVHCREY2RE2,7310172101,Dog Treat,Dogs love them!,"My dogs love these... either straight up, or crumbled on food they would otherwise not eat.  They don't get sick of them and almost never ever reject them.  They do quite often reject other treats, and certainly after a while of the same other treats.  But then tend to always enjoy these. In fact, I have to be careful not to over feed them these because I don't know if they are healthy to eat in quantity.  Certainly not for my wallet.  They do last a LONG time though, especially compare to their weight.  However, dogs wolf them down quite quickly.  I highly recommend you reward you doggies with some!"
A2EUY9REPJ0XR4,7310172101,Dog Treat,A favorite!,My dogs have been eating liver treats for years.  We also use the treats for training.  The treats are 50% crude protein so you are getting a high quality treat.  Just make sure your dog has enough water since the treats make  my dogs thirsty.
A2H3SATAEPFUDW,7310172101,Dog Treat,"Pro-Treat Beef Liver Freeze Dried, Best Part Of Rudy's Day","I was intially introduced to Pro-Treat Beef Liver Freeze Dried Dog Treats at my veterinarian's office.  Rudy, our Jack Russell Terrior, usually not all that interested in dog treats, responded like I'd never seen before!<br /><br />I bought a couple of cans (they are pretty pricey), but gave them to him sparingly. The tricks he'd do for the Pro-Treats were really entertaining.  Now, Rudy has to take meds. for his glaucoma and thank heavens I found the large size here which is a good value, so he not only takes his medicine, but gives great tricks in return each day! He's a happy camper, despite the loss of sight in one eye.<br /><a href=""http://www.amazon.com/gp/product/B0002DGRSY"">Pro-Treat Beef Liver, Freeze Dried Dog Treats, 21 Ounce</a><br /><br />Rudy says, ""They are the best part of my day!""  We think so too!  ~ CJ"
A4Z0JCSDTQZ88,7310172101,Dog Treat,Puppy loves these,"My dog loves these treats. He's really picking with his treats so it says a lot that he loves these. I had been buying him bags of the freeze dried treats at petco, etc. and it was costing a fortune, not to mention they were smashed. These are great quality. You get tons!! in the 14 ounce bucket and my little dog is in love."
AF44MU313L704,7310172101,Dog Treat,Great!,Our dog loves this stuff.  Ground up and sprinkled on his dry food he just gobbles it up.  No additives or fillers no carbs. We also use as a treat.  Best price at Amazon and quick delivery.
AYS3F0L3VFP6G,7310172101,Dog Treat,Great training treats!,"Getting grain free treats for training usually leaves three options: hard biscuits (and who wants to work for those?), cooked meat (which is gross to handle), or commercial meaty grain-free treats which cost an arm and a leg.<br /><br />These on the other hand, are very affordable, not gross to handle, and the dogs think they smell AMAZING.  They work great when your dog's attention is wavering - a waff of freeze dried beef liver usually snaps them back to attention!<br /><br />Also, being as they're only beef liver, I don't feel bad feeding my dog as many as needed for training.<br /><br />Highly recommended."
AFDTV642ZGJ8S,7310172101,Dog Treat,Best dog treats,"I have a 2 1/2 year old black lab and these are her favorite treats! They are the best for training, my dog will do just about anything to get one of these treats. Even my 3 month old black lab puppy goes running to his kennel when I tell him to go to bed because he knows that a liver treat is coming his way. Since they are sliced small a large container of these will last a while. The only complaint I have is that my dog loves these so much that if she knows shes getting one she starts to drool, and she's not a drooler... So I gotta toss one to her quick!!"
A32TR272T1PFE1,7310172101,Dog Treat,Awesome!,"Pros:<br />Dog will do anything for this treat.<br />Doesn't smell as bad as many other treats.<br />Easy to break into smaller pieces.<br />Nothing artificial, easy digestion.<br /><br />Cons:<br />More costly than other dog treats.<br /><br />Overall, this is a great product. While more expensive, my dog will do anything for this treat. He has several phobias, including getting in and out of the car, and walking through doorways, but he ignores all of his fears to get to this treat."
A3JDAZ5YVHY15U,7310172101,Dog Treat,"Great Product, Great deal","My dogs love these treats and I was buying them from the vet at double the price!  Great deal, great service!"
AS8WFSJTEPKX0,7310172101,Dog Treat,Liver Treats,My dogs LOVE these treats! Freeze dried easy to throw some in a zip lock bag and take them with you. Wonderful training treats because they're so easy to put in your pocket. Great deal too!
A371B3Z09W4GT5,7310172101,Dog Treat,Great treats for dogs,"This is a great treat for dogs, but do read the label: dogs of certain sizes can only have so many of these per day. I violated this and my dog got an upset stomach, so I am just giving a heads up. The cost is a bit high for these treats, but you get a lot of you buy the largest tub. My dogs go crazy for them too!"
A21N1PT1A908KW,7310172101,Dog Treat,Wonderful treat for great price,My dog loves this all natural treat and the price cannot be beat by any store.
A29JUMRL1US6YP,7310172101,Dog Treat,Like Candy for Your Dog,"Dogs love these treats more than any other treats I've ever found.  In situations where other treats fail to get our dog's attention - <a href=""http://www.amazon.com/gp/product/B0019O5Z0Q"">Charlee Bear Turkey Liver & Cranberry Flavored Dog Treats</a>, for example - these treats are impossible for her to ignore.  They are an incredible training aid.<br /><br />Big bonus is that they're also simple and good for the dog.  Liver is a healthy treat and is supposed to help combat weepy eyes.  Unlike most other commercial treats, this one isn't loaded with a bunch of other junk that isn't good for your dog (byproducts and the like), it's just a good ingredient that your dog will love."
A24CFW43ZERCSU,7310172101,Dog Treat,DOG LOVES IT,"My dog, a little maltese, loves this product.  She knows she will get it as a reward for doing her business on the wee wee pads.  Works every time to reinforce her behavior. I also received the product in a timely fashion thanks to Amazon."
A296N1BPL2LBAA,7310172101,Dog Treat,The Only Treat My Dog Will Eat!,"We tried everything including cheese, chicken & hot dogs and this is the only one he will eat."
A3CEN1KNU51AD0,7310172101,Dog Treat,The Best!,Dogs just love Freeze dried liver and this is a good price for this size container.
A3G8C334EDZPP7,7310172101,Dog Treat,Great for Diabetic Dog,These Dried Dog Treats are great.  My dog was diagnoised with diabetes and these are a low fat treat for him and he loves them.
AQHATKEPH80P0,7310172101,Dog Treat,My dog loves these,The 21 ounce Pro-Treat Beef Liver Treats are a great value and my dog loves them.  I just need to reach for the tub and she will sit and put up her paw.  I even cut them into tiny pieces sometimes and sprinkle them onto her food.  She gobbles up her food when I do that.  This size will last a while.
A1WKFVJCSW1OW6,7310172101,Dog Treat,Good Stuff,"Received very timely, and packed safely; no burst packaging.  Really glad that these people make large enough buckets of this wonderful treat that it makes it affordable.  Dogs love these little cube treats, and they are always fresh since they are freeze dried."
A38H80FBUIF8I3,7310172101,Dog Treat,Amazing Training Treat!!,I have tried several different kinds of training treats from pet stores and they all either made my English Bulldog puppy sick or lose interest. The liver is working great she absolutely loves them and they keep her attention 100%!
A13LAE0YTXA11B,7310172101,Dog Treat,Great for puppy training,"New puppy loves this, only treat he will pay attention to while walking and training. One note, pieces are quite large so I cut them up into smaller pieces so their recommended daily amount goes further.<br /><br />All the dogs in the dog park can't resist my pocket when I have these treats. Usually surrounded by a crowd of dogs all poking at my pocket."
A13MS1JQG2ADOJ,7310172101,Dog Treat,Best dog treat ever,This is the only dog treat that my terrier will eat. We crumble over his dry food and he LOVES it.
ADXXVGRCGQQUO,7310172101,Dog Treat,5 snouts!,"My Westie loves these things!  She loves anything with liver but this one is the best.  Expensive by weight, but well worth it.  The freeze-drying process concentrates the flavor and nutrition:  Susie gives it 5 snouts!"
AZ40270J4JBZN,7310172101,Dog Treat,"Dogs, Cats, Ferrets all love this","I wanted a treat that was accepted and well liked for my rescue animals.<br />This is the only treat that is healthy and loved by all 4 legged beings in my home!<br />It does not contain sugar or grains or silly vegetables which virtually all treats contain. Dogs, cats and ferrets are carnivores they are not cattle to eat grain or rabbits to eat vegetables, and WHYYYY do companies add sugar,beet pulp or corn syrup to carnivore foods? It is dangerous and can cause the death of an animal with diabetes.<br />It is pretty easy to break into smaller pieces for cats and kittens with weak jaws and its wonderful to use as an aid to gain the trust of an abused dog as it will not cause stomach upset when given in common sense amounts.<br />I like that it goes a long way as it costs alot to heal and maintain and train abused and rescued dogs.<br />NO minus to this product other then the price,I can not afford to use it as much as I would like."
A2ZO1AYFVQYG44,7310172101,Dog Treat,my 12 year old maltese has always loved these,"No waste , even if she is having a  day when she goes on a hunger strike  she always room for one or 2 or 3 of these and the extra powder on bottom makes a real treat on food , Never met a pooch that did not go crazy over her treats !"
A2SWO60IW01VPX,7310172101,Dog Treat,My Alaskan Malamute Loves Them!!,"These liver treas are phenomenal. When i received the 14oz. bucket by amazon i began training my 3month old Alaskan malamute. Now that a month has passed by, she now knows: Sit, Stay, Down, Paw, & SPEAK! My bucket is almost empty as it only lasted for about a month but was worth every penny as ive read malamutes are very stubborn quite dogs. I gave some to my 2 poodles where they gobbled it down and were begging for more. These treats are highly recommended, plus the liver cubes can be further broken down into quadrants. A+++ product"
A1V5MY8V9AWUQB,7310172101,Dog Treat,THE BEST healthy dog treat!,"This is the ONLY dog treat that my Lhasa Apso will eat. It makes me happ becuase it has NO added ingredients or preservatives, as well as NO ADDED SALT! This is the ONLY dog treat that my Vet approves of!"
A1L8DNQYY69L2Z,7310172101,Dog Treat,Terrific Treats,This is a great treat which all three of my dogs absolutely love!  I am now ordering it regularly and the price is great.
A38AN6ZRMHV6EU,7310172101,Dog Treat,Happy Dog,This is a healthy and good snack for my dog.  It is a great training produst too.  When you take into account that a couple are all she needs it is a good value.
A5F2CS558RBDA,7310172101,Dog Treat,Good Product- VERY Slow Super Saver Shipping,My dogs LOVE this product. They beg for them. They also came recommended by our animal trainer.  My only issue is that I took advantage of the Super Shipper Saver and for some reason it took almost a month to get here. VERY VERY slow shipping.
A3TFTWTG2CC1GA,7310172101,Dog Treat,Best treat ever!,This was the only treat my dog liked during obedience training and it has remained her favorite ever since.  I haven't met a dog that didn't like this treat!
A16QUDK9MXGT58,7310172101,Dog Treat,Dog Treats,My dogs love these treats.  They beg for them and sometimes I sprinkle these treats on top of their food for a special treat.  Also Amazon ships very fast so I get them quickly.
AN6G00SYXBOV3,7310172101,Dog Treat,great product for dogs,product is excellent as a training treat or just an everyday treat.  My dog absolutely loves them.
A25THJL7YWYDNF,7310172101,Dog Treat,Don't buy it used,"Its a great product, and our dog loves them.  But I see that Amazon lists some sellers of ""used and new"".....I wouldn't recommend buying these used."
AJD41FBJD9010,7310172101,Dog Treat,dogs LOVE it--  best treat for rewards and training,"Freeze dried liver has a hypnotic effect on dogs. They LOVE it and will do just about anything for it, so it is a great treat to use for training. (Powdered freeze dried liver is even added to many dog medicines nowadays-- heartworm and arthritis tablets, etc.-- because it causes the dog to scarf the medicine down like a treat.)<br /><br />Freeze dried liver has a dry, hard, yet powdery/easy to chew consistency. It comes chopped/cubed. It is extremely lightweight due to the fact there is so little moisture in the product (thus the low weights on product labels).<br /><br />Even though your dog will love liver treats, you shouldn't overfeed it. The manufacturer recommends 1-2 cubes daily for small dogs, 2-3 cubes for medium dogs, and 3-4 cubes for large dogs.<br /><br />The largest package sizes of liver treats tend to be far more economical. I recommend buying the larger tubs, as you will save lots of money, you'll have a handy treat supply around for a longer time, and your dog will never tire of this product.<br /><br />There is really zero waste with this product. When you near the end of the tub you'll find some powdery bits of dried liver at the bottom. Your dogs will go CRAZY if you sprinkle this dust over their dog food-- it's a wonderful reward that is easy to use.<br /><br />~~~~~~~~~~~~~~~~~~<br />Here's the nutritional analysis:<br /><br />-100% freeze dried liver<br />-NO additives or preservatives.<br /><br />-Crude protein..... not less than 50%<br />-Crude fat..... not less than 5%<br />-Crude fiber..... not more than 3%<br />-Moisture..... not more than 6%"
AJD41FBJD9010,7310172101,Dog Treat,best dog treat-- great for training---  all dogs love them,"Freeze dried liver has a hypnotic effect on dogs.  They LOVE it and will do just about anything for it, so it is a great treat to use for training.  (Powdered freeze dried liver is even added to many dog medicines nowadays-- heartworm and arthritis tablets, etc.-- because it causes the dog to scarf the medicine down like a treat.)<br /><br />Freeze dried liver has a dry, hard, yet powdery/easy to chew consistency.  It comes chopped/cubed.  It is extremely lightweight due to the fact there is so little moisture in the product (thus the low weights on product labels).<br /><br />Even though your dog will love liver treats, you shouldn't overfeed it.  The manufacturer recommends 1-2 cubes daily for small dogs, 2-3 cubes for medium dogs, and 3-4 cubes for large dogs.<br /><br />The largest package sizes of liver treats tend to be far more economical.  I recommend buying the larger tubs, as you will save lots of money, you'll have a handy treat supply around for a longer time, and your dog will never tire of this product.<br /><br />~~~~~~~~~~~~~~~~~~<br />Here's the nutritional analysis:<br /><br />-100% freeze dried liver<br />-NO additives or preservatives.<br /><br />-Crude protein..... not less than 50%<br />-Crude fat.....  not less than 5%<br />-Crude fiber.....  not more than 3%<br />-Moisture.....  not more than 6%"
AJD41FBJD9010,7310172101,Dog Treat,best dog treat-- great for training---  all dogs love them,"Freeze dried liver has a hypnotic effect on dogs.  They LOVE it and will do just about anything for it, so it is a great treat to use for training.  (Powdered freeze dried liver is even added to many dog medicines nowadays-- heartworm and arthritis tablets, etc.-- because it causes the dog to scarf the medicine down like a treat.)<br /><br />Freeze dried liver has a dry, hard, yet powdery/easy to chew consistency.  It comes chopped/cubed.  It is extremely lightweight due to the fact there is so little moisture in the product (thus the low weights on product labels).<br /><br />Even though your dog will love liver treats, you shouldn't overfeed it.  The manufacturer recommends 1-2 cubes daily for small dogs, 2-3 cubes for medium dogs, and 3-4 cubes for large dogs.<br /><br />The largest package sizes of liver treats tend to be far more economical.  I recommend buying the larger tubs, as you will save lots of money, you'll have a handy treat supply around for a longer time, and your dog will never tire of this product.<br /><br />~~~~~~~~~~~~~~~~~~<br />Here's the nutritional analysis:<br /><br />-100% freeze dried liver<br />-NO additives or preservatives.<br /><br />-Crude protein..... not less than 50%<br />-Crude fat.....  not less than 5%<br />-Crude fiber.....  not more than 3%<br />-Moisture.....  not more than 6%"
A2GD3MQQZC4UT7,7310172101,Dog Treat,My Dog's Favorite Treat!,He loves the Liver treats and the Lamb treats. They're not much to look at (simple cubes) but he starts to lick his lips whenever he hears me get the can!
A9WRBX9150HCU,7310172101,Dog Treat,My Dog loves These!,"We were buying thses from our vet, but they are so expensive. So glad we found them online.  Our dog loves these! Thanks!"
A1K5FEDJ9WI5KV,7310172101,Dog Treat,Be careful! Dogs LOVE IT!,"When you first give them out, be careful, you might just draw back a nub! Our oldest dog was very nonchalant about her treats. We just about had to beg her to eat them. NOT THESE. She went nuts over these and looked forward to them every night. The vet said I should give her liver to build her red blood cells up. It helped buy us a little longer with her I think. Now the other 2 dogs are addicted to them also! It is a HEALTHY treat that they love. They would eat the whole tub in one sitting if I would let them! It has no awful liver smell either!"
A223KNNTFHHIM7,7310172101,Dog Treat,Great product,"These liver treats are great for training. We adopted a German Shepherd puppy and have been using these to teach her basic commands. She goes bananas for these and learned very quickly even though she's a VERY stubborn pup. Since she's still small I cut the large cubes into thirds or quarters(she doesn't know and doesn't mind)to make our training sessions go further since it's recommended that you give only a few treats a day to avoid digestion problems. Also, compared to other liver treats on the market, this brand only uses 100% beef liver, no preservatives, fillers, or other stuff your dog doesn't need. The treats also keep indefinitely in the container if kept in a cool, dry place. The 21 oz. bucket is the most economical buy. We've had our pup 2+ months and the bucket is still mostly full. (Psst! - KV Pet Supply has the best online price- $24.99 for a 21oz. container) Highly recommended!"
A16GY2RCF410DT,7310172101,Dog Treat,Great!,My dog loves these treats!  We started using them for training purposes.  The treats of healthy too!
A74C7IARQEM1R,7310172101,Dog Treat,Sophie's Treats,"This is one product that my welsh terrier can eat. Sophie has food alergies so I have to be very careful in what I feed her. My other dog Oscar, also gets these treats and loves them. He has no food alergies. This product is just simple ingredients, no additives, and that is what my dogs need."
AFXMWPNS1BLU4,7310172101,Dog Treat,Excellent treats,"I have been feeding my greyhounds these treats for years.  My hounds can be a little finicky, but they love these treats.  They are expensive, relative to other biscuits, but I find they are a good addition to their diet.  The treats are easy on the teeth.  Since they are protein treat, be careful not to overindulge your pet on a regular basis.  They are great treats to take on walks as you can stuff them in your pocket easily.  I have found prices can vary from vendor to vendor, so shop around."
AXLTYZSZ49Y70,7310172101,Dog Treat,dog lover,Our Airedale loves the taste of the Beef Freeze Dried Dog Treats which we use for training. It really works
A39FLPUWTNESK0,7310172101,Dog Treat,Very good quality,I've purchased several different brands of liver treats and this is the best in terms of having good-size pieces with very few small bits and little powder.
A28UDMHG53LMJ1,7310172101,Dog Treat,Sammy loves these!,"My pitbull, Sammy, loves these treats! they are useful for training as well as do not make her breath smell overly bad."
A1DIS7PF5AA5V2,7310172101,Dog Treat,Great product,I use to buy this at PetSmart...they no longer sell it so I decided to look for it on the internet...I am so glad that I found this on Amazon...My dogs love it... :o)
AOLDDV8Y96TSB,7310172101,Dog Treat,Healthy dog treats,Our dog would do ANYTHING for these treats! Have looked around at other brands...but this is the best.
A2R8ON13MVA57,7310172101,Dog Treat,DELICOUS TREAT FOR DOGS,"This is a Delicious treat for your dogs.  I am unhappy with<br />Amazon because we paid for the product, but never received it.<br /><br />Nanci Shea"
A22SDYPN7DWQ97,7310172101,Dog Treat,FANTASTIC,Every pup I have ever owned LOVED these treats. They will do anything for them and only like this brand! I tried another and they refused to eat them! If you love your pups and treat them like children-BUY THESE!<br />Mine are not too spolied - DIVA and TIFFANY! They get them every holiday and I am never without a supply on hand. Try greenies too!
A5YACGTYAZKAL,7310172101,Dog Treat,UNBELIEVABLE PRICE!,"These freeze dried treats are our dogs favorite treats.  We've been spending DOUBLE the price I paid for them at local area pet stores (ie, Chuck & Don's and PetSmart).  Arrived promptly, well packaged.  Highly recommended."
A1KL5NHQ6FOQ3K,7310172101,Dog Treat,Gimborn Liver Treats,The Gimborn Liver Treats are by far my dogs favorite treat.  The are a wonderful training reward.  Very good quality.  Just beware your dog will sniff them out from wherever they are hidden in your pockets.
A2UUO1GEFLV9H8,7310172101,Dog Treat,Puff,This a wonderful treat.  my 3 Labs just love them.  very healthy and natural.  the small cubes are great for hiding in toys and a great mental challenge for the dogs  to figure out to get to the treats. I work in the animal field and every dog I have come across just gobbles them up. Just a few little cubes go a long way
A3H1V2E2O81536,7310172101,Dog Treat,Gimborn Pro-Treat Liver,My little dog loves these treats. Besides rewarding my dog I crash treats and mix it with medicine. It works great.
A14YBOI1XSJ0UP,7310172101,Dog Treat,Really great treats!,"I use these as a training treat when I am working with my two dogs. My dogs were getting bored of the same ol' treats even though I tried to give them a wide variety. This one BY FAR is their favorite, and I like it because its all natural with no preservatives. Some of the pieces are pretty big, but easily broken with your finger nail. If you carry some around in your pocket like I do when I'm working with them, watch out - you will have the neighborhood dogs wanting a treat too.  :) The price here is quite good also. It is definitly worth a try!"
AE9ZBY7WW3LIQ,7310172101,Dog Treat,Best snack item for my dog.,"Otter and I are very happy with this product. I am happy to have come across this dealer on line, because it was the best deal with respect to cost and convenience."
A11Q5CEJES1CCM,7310172101,Dog Treat,My Dogs Are CRAZY About These!,"When I ordered these, I thought they were a bit pricey, but I decided to give them a try anyway.  I'm glad I did!  My dogs absolutely love these dried liver treats.  And, since my dogs are all small, I can cut the treats in half and still have large enough pieces to satisfy them. They're great for training; I'll definitely order them again, and would recommend them to anyone."
A1U6XG3OMP5S62,7310172101,Dog Treat,"Good Service,  Excellent Price","This product is the same as I get in Petsmart at a much better price. The service was quick and efficient. We use it for our old wiener dog who has some iron deficiencies and it helped him alot, but I am not a vet."
AI6BIBH6R1JBR,7310172101,Dog Treat,DOGS LOVE IT!,"Great product. Dogs love this treat. It's hard to get them to eat only a few at a time. However, this product is pure protein and therefore not great for their kidneys if they eat too many. Limit to a few treats per day."
A31PX9L81BQ6ZS,7310172101,Dog Treat,Lucky's Favorite,"We have used Pro-Treat Beef Liver, Freeze Dried Dog Treats for several years.  It's our 110 lb. hound's favorite treat and great to use for training. It's a fairly expensive treat but if used properly lasts quite a while. I would definitely recommend."
A479H261D2695,7310172101,Dog Treat,"Good treats, somewhat falsely advertised","These are my dogs favorite treats, so I ordered three containers because the site advertised that I would receive a fourth container for free.  The three containers came in a timely fashion, and my dog is very happy, but I never did get the fourth container.  I, and my dog, were both pretty disappointed."
A2WDF9UM0M1VAD,7310172101,Dog Treat,Review of Freeze Dried Liver Treats For Dogs,I received all containers previously opened - all seals were opened. On the top of containers was decent pieces of liver and below that were grisley pieces and a lot of powder on the bottom. I will never buy liver treats from Amazon again. BIG RIP-OFF!
A1EJ7AF4H919CL,7310172101,Dog Treat,Not satisfactory,I bought 21 0z freeze dried liver. Half the container was filled with powder instead of pieces/chunks. I feel I was betrayed by the company. Hence I did not get what I paid for
ANW9G620WDPVE,7310172101,Dog Treat,"great treat, but too expensive","okay, it's freeze-dried liver cube-lets.  my common sense tells me that for a lot less than the price of this treat i could buy real liver, cube it and freeze it.  it would serve the same purpose for a lot less money, and it would not be over-processed.<br />that said, our dog would do back flips for this treat, so if you're made of money, go ahead.  you'll make your dog's day  :-)"
AE9ZBY7WW3LIQ,7310172101,Dog Treat,Why sbould I get crums?,"I selected this company over the other even though the price was higher. I was hoping the pieces would be more consistent in size. It tuened out the container was filled with smaller crum like pieces, worse than the other company's. I will never buy anything from this company."
A2QHCF0OYJ2N33,7310172101,Dog Treat,Overpriced!,Dogs love these things but `I do feel they are overpriced for the quantity you get.
A21F5EJGLBH2QL,7310172101,Dog Treat,pro treat,"You asked for my review of this purchase already, I said fast shipping and good product. Do not bother me with these reviews any more, if i have a problem i will let you know. I will stop using amozon in the future if you don't leave me alone."
A12OC9ZA779927,7310172101,Dog Treat,no shipping charges in December if over $50 on DrFosterSmith.com,Same price as Dr. Foster & Smith.
A1R87YSXT4SDS4,7310172101,Dog Treat,Freeze dried liver treats,My dog has never stopped loving these treats for over a year.<br /><br />Service was great and shipping was prompt.
AHFT1TU6FEFQ8,7310172101,Dog Treat,The Very Best For Your Dog,"Altho you can't give too many of these to your dog on any given day (not suggested by the manufacturer), I have never found a treat that my German Shorthair Pointer really loved, until we discovered these. Buzzy just loves them more than anything....even more than the meatballs I through in his food to entice him to chow down (he's very finicky)!!! Get em for your best friend!!!"
AJD41FBJD9010,7310172101,Dog Treat,NO waste at all ----  great for training  ----  all dogs love liver treats,"Freeze dried liver has a hypnotic effect on dogs. They LOVE it and will do just about anything for it, so it is a great treat to use for training. (Powdered freeze dried liver is even added to many dog medicines nowadays-- heartworm and arthritis tablets, etc.-- because it causes the dog to scarf the medicine down like a treat.)<br /><br />Freeze dried liver has a dry, hard, yet powdery/easy to chew consistency. It comes chopped/cubed. It is extremely lightweight due to the fact there is so little moisture in the product (thus the low weights on product labels).<br /><br />Even though your dog will love liver treats, you shouldn't overfeed it. The manufacturer recommends 1-2 cubes daily for small dogs, 2-3 cubes for medium dogs, and 3-4 cubes for large dogs.<br /><br />The largest package sizes of liver treats tend to be far more economical. I recommend buying the larger tubs, as you will save lots of money, you'll have a handy treat supply around for a longer time, and your dog will never tire of this product.<br /><br />There is really zero waste with this product. When you near the end of the tub you'll find some powdery bits of dried liver at the bottom. Your dogs will go CRAZY if you sprinkle this dust over their dog food-- it's a wonderful reward that is easy to use.<br /><br />~~~~~~~~~~~~~~~~~~<br />Here's the nutritional analysis:<br /><br />-100% freeze dried liver<br />-NO additives or preservatives.<br /><br />-Crude protein..... not less than 50%<br />-Crude fat..... not less than 5%<br />-Crude fiber..... not more than 3%<br />-Moisture..... not more than 6%"
A3D0PV8Y6577NN,7310172101,Dog Treat,"Size inconsistent, needs water","My dog enjoys these treats in moderation.  Because they are dried, he seems to enjoy them less the more he eats them.  With water, the treats may be much more flavorful.  After having a fair amount, he starts to lose interest in them until he can drink.<br /><br />This brings me to a question regarding serving size.  The container recommends 2-3 cubes per day for a medium breed.  The issue I'm having is that the size of the cubes is so very inconsistent.  Some bits are the size of a pea while others of a grape.  The rest are a variety of sizes in between.  Some consistency would be preferred.<br /><br />Also, this product comes highly recommended for training because it is low in fat.  My dog certainly won't learn anything with just 2-3 of these per day.  Like most dogs, he is highly motivated by food so 20-30 treats is more accurate.  To make this possible, I have to dice them up into smaller pieces or shift through to find the little bits.<br /><br />At least these treats are natural and thus healthier than some of the other options.  I just didn't expect to have to prepare them first."
A1BMOH6U3TG99J,7310172101,Dog Treat,"Great for travel, but too expensive, too much prep","These are great training treats when you need something lightweight that won't make a mess of your pockets. I have a couple problems with them though. First, they are too expensive for every day training. Second, the sizes are so inconsistent that you need to cut some of the large cubes up (at this price, they should be ready-to-eat). Actually there is a third, which is that the powder leftover on the bottom is useless to me.<br /><br />I've found it much cheaper to just put some sliced beef liver from the store in the oven and bake till dry. Cut it up, put it in small portions, and freeze. My dog likes it better than the freeze-dried anyway. I do a whole bunch at a time so I am not prepping frequently. But I figure if I have to prep something, it might as well be something cheap!"
